Baseline 100%T_S,,Baseline 100%T_P,,312_R6G-PdTPP_simple P 6.00 12.00,,312_R6G-PdTPP_simple P 10.00 20.00,,312_R6G-PdTPP_simple P 14.00 28.00,,312_R6G-PdTPP_simple P 18.00 36.00,,312_R6G-PdTPP_simple P 22.00 44.00,,312_R6G-PdTPP_simple P 26.00 52.00,,312_R6G-PdTPP_simple P 30.00 60.00,,312_R6G-PdTPP_simple P 34.00 68.00,,312_R6G-PdTPP_simple P 38.00 76.00,,312_R6G-PdTPP_simple P 42.00 84.00,,312_R6G-PdTPP_simple P 46.00 92.00,,312_R6G-PdTPP_simple P 50.00 100.00,,312_R6G-PdTPP_simple P 54.00 108.00,,312_R6G-PdTPP_simple P 58.00 116.00,,312_R6G-PdTPP_simple P 62.00 124.00,,312_R6G-PdTPP_simple P 66.00 132.00,,312_R6G-PdTPP_simple P 70.00 140.00,,312_R6G-PdTPP_simple P 74.00 148.00,,312_R6G-PdTPP_simple P 78.00 156.00,,312_R6G-PdTPP_simple P 82.00 164.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
696,23.42686272,696,135.499176,696,71.88604736,696,71.38774109,696,71.07138824,696,71.62830353,696,73.32835388,696,75.63707733,696,78.16645813,696,80.79830933,696,83.34807587,696,85.49108124,696,87.02413177,696,88.02848816,696,88.63469696,696,88.9595108,696,89.13186646,696,89.1503067,696,89.12826538,696,89.15052032,696,89.32007599,696,85.7394104,
695,23.22643089,695,135.7177887,695,72.17591095,695,71.58074188,695,71.04216003,695,71.2854538,695,72.77953339,695,75.06960297,695,77.62770081,695,80.29332733,695,82.91017151,695,85.14350891,695,86.76467896,695,87.84166718,695,88.48800659,695,88.8503952,695,89.03187561,695,89.0714035,695,89.05428314,695,89.08961487,695,89.26969147,695,85.68484497,
694,23.03634262,694,135.9401093,694,72.5147934,694,71.83496094,694,71.10832977,694,71.02735138,694,72.26806641,694,74.50196838,694,77.08708954,694,79.78916931,694,82.44996643,694,84.78800201,694,86.50027466,694,87.63581848,694,88.33927917,694,88.73196411,694,88.94098663,694,88.99852753,694,88.99368286,694,89.03049469,694,89.21496582,694,85.62475586,
693,22.84110641,693,136.1720581,693,72.84593201,693,72.13315582,693,71.23607635,693,70.86877441,693,71.79724884,693,73.93890381,693,76.52255249,693,79.25675201,693,81.97840118,693,84.40078735,693,86.20689392,693,87.42218018,693,88.16265106,693,88.59663391,693,88.83876801,693,88.92038727,693,88.91329193,693,88.96292877,693,89.15379333,693,85.57449341,
692,22.62859535,692,136.3962708,692,73.23269653,692,72.46809387,692,71.4546051,692,70.77796173,692,71.37017822,692,73.36351013,692,75.96924591,692,78.72098541,692,81.49450684,692,83.99571991,692,85.91544342,692,87.20205688,692,87.9892807,692,88.46867371,692,88.73152161,692,88.82073975,692,88.83469391,692,88.89633942,692,89.09559631,692,85.51086426,
691,22.43921089,691,136.6491394,691,73.61520386,691,72.83055115,691,71.72608948,691,70.78831482,691,71.01317596,691,72.81393433,691,75.38254547,691,78.16518402,691,80.9773941,691,83.56079102,691,85.57751465,691,86.9513092,691,87.79473114,691,88.31343079,691,88.60060883,691,88.72276306,691,88.75370789,691,88.82417297,691,89.02561188,691,85.42207336,
690,22.23144531,690,136.8648224,690,74.01815796,690,73.21517181,690,72.04668427,690,70.88874054,690,70.74872589,690,72.29162598,690,74.8322525,690,77.62746429,690,80.48039246,690,83.14279175,690,85.26715088,690,86.71239471,690,87.62832642,690,88.1825943,690,88.4964447,690,88.62835693,690,88.67562866,690,88.75888824,690,88.96602631,690,85.37718964,
689,22.02688599,689,137.091156,689,74.42454529,689,73.61552429,689,72.39522552,689,71.07244873,689,70.56104279,689,71.79308319,689,74.2579422,689,77.06665802,689,79.96653748,689,82.69724274,689,84.9311676,689,86.45674896,689,87.42830658,689,88.02740479,689,88.37259674,689,88.54398346,689,88.59620667,689,88.69093323,689,88.89469147,689,85.3058548,
688,21.82692528,688,137.3200226,688,74.83679962,688,74.02716827,688,72.78217316,688,71.32523346,688,70.46115112,688,71.33581543,688,73.69603729,688,76.51068878,688,79.43869019,688,82.23490143,688,84.57682037,688,86.19914246,688,87.22653198,688,87.87543488,688,88.25676727,688,88.43700409,688,88.52469635,688,88.6169281,688,88.83757019,688,85.23833466,
687,21.62390709,687,137.563797,687,75.257164,687,74.42385101,687,73.16472626,687,71.60144043,687,70.44875336,687,70.92730713,687,73.1231842,687,75.94164276,687,78.88521576,687,81.75196838,687,84.18171692,687,85.91048431,687,87.00230408,687,87.7015686,687,88.11476898,687,88.32704163,687,88.42219543,687,88.54026031,687,88.75778961,687,85.16815948,
686,21.42351532,686,137.7831573,686,75.72375488,686,74.86666107,686,73.57505035,686,71.94610596,686,70.53354645,686,70.60681152,686,72.59383392,686,75.38014984,686,78.34963226,686,81.27761841,686,83.79673767,686,85.61550903,686,86.79072571,686,87.53387451,686,88.00460052,686,88.22213745,686,88.33926392,686,88.45543671,686,88.67916107,686,85.09283447,
685,21.22180748,685,138.0167694,685,76.22774506,685,75.29532623,685,73.98486328,685,72.30988312,685,70.6867981,685,70.34191132,685,72.0577774,685,74.80835724,685,77.79324341,685,80.77333832,685,83.39833069,685,85.30482483,685,86.55702209,685,87.36366272,685,87.85599518,685,88.11763763,685,88.25188446,685,88.38223267,685,88.61329651,685,85.02176666,
684,21.02959251,684,138.2518921,684,76.73297119,684,75.75778198,684,74.4127655,684,72.70693207,684,70.9030838,684,70.16117096,684,71.55152893,684,74.23751068,684,77.23744965,684,80.24720001,684,82.9679184,684,84.99211121,684,86.32667542,684,87.16936493,684,87.69834137,684,88.00001526,684,88.15063477,684,88.29956818,684,88.52178192,684,84.93041992,
683,20.82699776,683,138.4792023,683,77.30214691,683,76.28038788,683,74.84997559,683,73.11064911,683,71.17929077,683,70.07276917,683,71.08280945,683,73.6720047,683,76.6738205,683,79.72976685,683,82.52095032,683,84.65847015,683,86.06697083,683,86.98100281,683,87.55914307,683,87.8760376,683,88.04971313,683,88.2148819,683,88.45109558,683,84.85447693,
682,20.63790321,682,138.7242126,682,77.87033081,682,76.78919983,682,75.29990387,682,73.52146149,682,71.50273895,682,70.05382538,682,70.66400909,682,73.10425568,682,76.1032486,682,79.18637085,682,82.05412292,682,84.30861664,682,85.79919434,682,86.76849365,682,87.39387512,682,87.74242401,682,87.94325256,682,88.11090851,682,88.35133362,682,84.76210785,
681,20.43289566,681,138.954483,681,78.48168182,681,77.37534332,681,75.79602814,681,73.95239258,681,71.86154938,681,70.13394928,681,70.3078537,681,72.55506897,681,75.51530457,681,78.63359833,681,81.58946991,681,83.93569183,681,85.52568054,681,86.56389618,681,87.23001099,681,87.62200165,681,87.83431244,681,88.02233887,681,88.25757599,681,84.6606369,
680,20.23684883,680,139.1834869,680,79.08444977,680,77.96309662,680,76.32619476,680,74.40483856,680,72.26407623,680,70.29013062,680,70.00856781,680,72.01029968,680,74.9486618,680,78.07822418,680,81.08489227,680,83.55262756,680,85.23347473,680,86.32868195,680,87.0562439,680,87.48110199,680,87.73480988,680,87.92655182,680,88.17720032,680,84.56324005,
679,20.04644775,679,139.3944855,679,79.71212769,679,78.57141113,679,76.889534,679,74.86979675,679,72.67243958,679,70.52188873,679,69.79956818,679,71.5014801,679,74.38600159,679,77.52918243,679,80.59980011,679,83.16020203,679,84.94187927,679,86.12110901,679,86.8835144,679,87.34880066,679,87.62226105,679,87.83579254,679,88.09289551,679,84.4848938,
678,19.86133385,678,139.6181488,678,80.34220886,678,79.20282745,678,77.4655304,678,75.35890198,678,73.09855652,678,70.80354309,678,69.66797638,678,71.00769043,678,73.81061554,678,76.9512558,678,80.07928467,678,82.74919128,678,84.62936401,678,85.8731842,678,86.70129395,678,87.20162201,678,87.49951935,678,87.73159027,678,88.00409698,678,84.38264465,
677,19.67385483,677,139.8423157,677,80.96374512,677,79.83183289,677,78.06932068,677,75.87937927,677,73.53834534,677,71.13605499,677,69.61997986,677,70.55285645,677,73.24121857,677,76.37030792,677,79.54981995,677,82.3080368,677,84.30421448,677,85.62049866,677,86.50324249,677,87.06851196,677,87.40627289,677,87.66036987,677,87.89899445,677,84.26741791,
676,19.4995575,676,140.0227966,676,81.62644196,676,80.48074341,676,78.70370483,676,76.45737457,676,74.02350616,676,71.51635742,676,69.66971588,676,70.16471863,676,72.68860626,676,75.81736755,676,79.03102875,676,81.87995911,676,83.97888184,676,85.38548279,676,86.3417511,676,86.94969177,676,87.30213928,676,87.55773163,676,87.82026672,676,84.18761444,
675,19.31850243,675,140.2499084,675,82.23143005,675,81.10224152,675,79.32596588,675,77.01683044,675,74.48781586,675,71.90796661,675,69.76985931,675,69.81026459,675,72.13234711,675,75.23620605,675,78.46277618,675,81.39445496,675,83.60779572,675,85.11573792,675,86.12434387,675,86.77294159,675,87.15950012,675,87.43495941,675,87.70739746,675,84.07819366,
674,19.14406776,674,140.4517975,674,82.86634064,674,81.74068451,674,79.96955109,674,77.62412262,674,74.99216461,674,72.33335114,674,69.96135712,674,69.52988434,674,71.59823608,674,74.65450287,674,77.91329956,674,80.92170715,674,83.2614212,674,84.83440399,674,85.91007233,674,86.60982513,674,87.03063965,674,87.33036041,674,87.603302,674,83.98898315,
673,18.97727013,673,140.6683197,673,83.44864655,673,82.35746765,673,80.60556793,673,78.23709869,673,75.52328491,673,72.7725296,673,70.2109375,673,69.30932617,673,71.06959534,673,74.06394196,673,77.33141327,673,80.41229248,673,82.87127686,673,84.52937317,673,85.67157745,673,86.43179321,673,86.88503265,673,87.19549561,673,87.47097015,673,83.86140442,
672,18.81786346,672,140.8748016,672,84.03051758,672,82.98423004,672,81.23961639,672,78.87310028,672,76.07518005,672,73.23117828,672,70.512146,672,69.18346405,672,70.58060455,672,73.48101044,672,76.74521637,672,79.89552307,672,82.45251465,672,84.21507263,672,85.42731476,672,86.22856903,672,86.72812653,672,87.06186676,672,87.34175873,672,83.72668457,
671,18.66622353,671,141.0618134,671,84.58866119,671,83.57545471,671,81.8813858,671,79.5135498,671,76.66436768,671,73.71078491,671,70.86608124,671,69.14335632,671,70.12821198,671,72.91326904,671,76.17095947,671,79.38719177,671,82.03705597,671,83.90176392,671,85.18397522,671,86.04966736,671,86.58398438,671,86.93073273,671,87.22491455,671,83.59765625,
670,18.50380516,670,141.2499847,670,85.1131134,670,84.16139984,670,82.52033234,670,80.17102814,670,77.26166534,670,74.20598602,670,71.25726318,670,69.16841888,670,69.71562195,670,72.33633423,670,75.57277679,670,78.85855103,670,81.59250641,670,83.56019592,670,84.91618347,670,85.84217072,670,86.43039703,670,86.78771973,670,87.08647156,670,83.48183441,
669,18.38003159,669,141.4282837,669,85.61772156,669,84.71683502,669,83.14710236,669,80.83279419,669,77.90813446,669,74.7448349,669,71.67974091,669,69.28340912,669,69.36139679,669,71.7855072,669,74.98522949,669,78.29698944,669,81.12530518,669,83.20835114,669,84.65752411,669,85.64323425,669,86.25296021,669,86.64682007,669,86.95317841,669,83.32983398,
668,18.23996353,668,141.6022644,668,86.07685852,668,85.22686005,668,83.72887421,668,81.46505737,668,78.53718567,668,75.27966309,668,72.11288452,668,69.45786285,668,69.07263947,668,71.24107361,668,74.39761353,668,77.73355865,668,80.65021515,668,82.86155701,668,84.37023926,668,85.42035675,668,86.08560944,668,86.50055695,668,86.80685425,668,83.20401001,
667,18.11604118,667,141.7700348,667,86.52954865,667,85.73936462,667,84.31125641,667,82.11315918,667,79.19515991,667,75.86810303,667,72.58181,667,69.71153259,667,68.83320618,667,70.71304321,667,73.79501343,667,77.14880371,667,80.15525818,667,82.46354675,667,84.07415771,667,85.18704224,667,85.90462494,667,86.34211731,667,86.65701294,667,83.04663849,
666,18.00221252,666,141.9302521,666,86.93656158,666,86.19589996,666,84.85860443,666,82.7460022,666,79.85193634,666,76.47644043,666,73.07473755,666,70.01197052,666,68.68946838,666,70.21153259,666,73.20541382,666,76.55992889,666,79.65187073,666,82.06363678,666,83.75928497,666,84.94857025,666,85.7146759,666,86.17564392,666,86.49425507,666,82.89258575,
665,17.90116501,665,142.0784302,665,87.33130646,665,86.64042664,665,85.37326813,665,83.36250305,665,80.50749207,665,77.08932495,665,73.57571411,665,70.36027527,665,68.61158752,665,69.74357605,665,72.62249756,665,75.98109436,665,79.12721252,665,81.6437912,665,83.443367,665,84.69503784,665,85.52108765,665,86.01514435,665,86.32972717,665,82.7358017,
664,17.80162621,664,142.2044067,664,87.7053833,664,87.06014252,664,85.86187744,664,83.95678711,664,81.16445923,664,77.7386322,664,74.11943054,664,70.76054382,664,68.61555481,664,69.31999207,664,72.04321289,664,75.3837204,664,78.59855652,664,81.21774292,664,83.11032867,664,84.43904877,664,85.31784821,664,85.83473206,664,86.17886353,664,82.56977081,
663,17.72304535,663,142.3431091,663,88.04111481,663,87.44708252,663,86.3142395,663,84.50642395,663,81.82537079,663,78.38260651,663,74.66637421,663,71.16576385,663,68.68450928,663,68.94065094,663,71.47904205,663,74.77409363,663,78.03536987,663,80.76617432,663,82.75788116,663,84.16654205,663,85.09441376,663,85.64432526,663,85.98583221,663,82.39198303,
662,17.65679741,662,142.4640961,662,88.36630249,662,87.80270386,662,86.74636841,662,85.03450775,662,82.45037079,662,79.04062653,662,75.24279022,662,71.6244278,662,68.83220673,662,68.60207367,662,70.91758728,662,74.1754303,662,77.46324158,662,80.28594971,662,82.39256287,662,83.87818909,662,84.86270142,662,85.44766235,662,85.79721069,662,82.21191406,
661,17.59901619,661,142.5648804,661,88.68210602,661,88.14859772,661,87.15645599,661,85.53704834,661,83.07229614,661,79.71212006,661,75.84026337,661,72.11357117,661,69.04621124,661,68.34584808,661,70.38194275,661,73.56421661,661,76.88980103,661,79.8136673,661,82.01044464,661,83.58586121,661,84.63298798,661,85.24201202,661,85.60255432,661,82.02172089,
660,17.55393028,660,142.6652832,660,88.96401215,660,88.47453308,660,87.53572083,660,86.01438141,660,83.6649704,660,80.37213135,660,76.45954132,660,72.59963989,660,69.32437134,660,68.14807892,660,69.86785889,660,72.9721756,660,76.30400848,660,79.30974579,660,81.61148834,660,83.26626587,660,84.38413239,660,85.025177,660,85.41004944,660,81.82176971,
659,17.52802086,659,142.7366791,659,89.24056244,659,88.78276062,659,87.90393829,659,86.46966553,659,84.24043274,659,81.03972626,659,77.11403656,659,73.12954712,659,69.6528244,659,68.02523041,659,69.37253571,659,72.35874176,659,75.70264435,659,78.77422333,659,81.1904068,659,82.938797,659,84.11171722,659,84.8068924,659,85.1805191,659,81.61031342,
658,17.51846313,658,142.8165588,658,89.47813416,658,89.06570435,658,88.24584961,658,86.89089966,658,84.79151154,658,81.70555878,658,77.77117157,658,73.6747818,658,70.0395813,658,67.98069763,658,68.91737366,658,71.77275085,658,75.09371948,658,78.23316193,658,80.75609589,658,82.5931778,658,83.83393097,658,84.55849457,658,84.94923401,658,81.39470673,
657,17.52021408,657,142.8577881,657,89.7182312,657,89.33951569,657,88.57086945,657,87.29785919,657,85.3052597,657,82.34297943,657,78.4349823,657,74.23045349,657,70.46322632,657,68.01315308,657,68.52236176,657,71.20980835,657,74.49794769,657,77.69447327,657,80.31614685,657,82.24407959,657,83.56926727,657,84.32006073,657,84.72871399,657,81.18308258,
656,17.53956985,656,142.9035492,656,89.93400574,656,89.58444977,656,88.87199402,656,87.67334747,656,85.80554962,656,82.96537781,656,79.11508942,656,74.83938599,656,70.91415405,656,68.1272049,656,68.16621399,656,70.64234161,656,73.88515472,656,77.13019562,656,79.84937286,656,81.88095856,656,83.26155853,656,84.06452942,656,84.48885345,656,80.95316315,
655,17.58099174,655,142.9398346,655,90.1186142,655,89.81082153,655,89.14431763,655,88.02037048,655,86.25888062,655,83.56897736,655,79.79711151,655,75.46466827,655,71.39881897,655,68.30360413,655,67.86800385,655,70.08763885,655,73.27702332,655,76.55493164,655,79.37244415,655,81.4905014,655,82.9539566,655,83.80455017,655,84.24002075,655,80.70488739,
654,17.63227844,654,142.9523163,654,90.30770874,654,90.02387238,654,89.40382385,654,88.3631134,654,86.69638062,654,84.14711761,654,80.48340607,654,76.11000824,654,71.91049957,654,68.55691528,654,67.64994049,654,69.56932831,654,72.6784668,654,75.96871185,654,78.86639404,654,81.08979797,654,82.63052368,654,83.5198288,654,83.9754715,654,80.46499634,
653,17.7068882,653,142.9397888,653,90.47530365,653,90.22293854,653,89.66410065,653,88.6789856,653,87.11397552,653,84.70411682,653,81.15789032,653,76.78282928,653,72.45830536,653,68.87381744,653,67.50132751,653,69.06916046,653,72.09046173,653,75.39598083,653,78.36283112,653,80.68556976,653,82.2987442,653,83.24326324,653,83.71359253,653,80.21949768,
652,17.80334663,652,142.9088898,652,90.65408325,652,90.41782379,652,89.87997437,652,88.9812851,652,87.51433563,652,85.24510956,652,81.84268188,652,77.49201965,652,73.03723907,652,69.25314331,652,67.42620087,652,68.62056732,652,71.51880646,652,74.80882263,652,77.84536743,652,80.26566315,652,81.96510315,652,82.95708466,652,83.43665314,652,79.96598053,
651,17.91366577,651,142.8615265,651,90.80332184,651,90.59402466,651,90.10588837,651,89.27225494,651,87.8875885,651,85.75566101,651,82.51155853,651,78.21421814,651,73.65011597,651,69.68404388,651,67.4432373,651,68.22362518,651,70.9546051,651,74.2135849,651,77.31103516,651,79.83222961,651,81.60649872,651,82.64918518,651,83.16249084,651,79.70623016,
650,18.04875565,650,142.7991943,650,90.94330597,650,90.75913239,650,90.30841827,650,89.52858734,650,88.23949432,650,86.23526764,650,83.15563202,650,78.93487549,650,74.29396057,650,70.16107178,650,67.53186798,650,67.86698914,650,70.40924835,650,73.63401794,650,76.77250671,650,79.38421631,650,81.23696136,650,82.34048462,650,82.87044525,650,79.44502258,
649,18.20216179,649,142.727829,649,91.06374359,649,90.90595245,649,90.4860611,649,89.7634201,649,88.57062531,649,86.67716217,649,83.75709534,649,79.63644409,649,74.96414185,649,70.6657486,649,67.69203186,649,67.5834198,649,69.8782196,649,73.05612183,649,76.2219162,649,78.92449951,649,80.87913513,649,82.03531647,649,82.58139038,649,79.15419769,
648,18.38022232,648,142.6258087,648,91.19706726,648,91.04362488,648,90.65763855,648,89.9900589,648,88.87693024,648,87.11582184,648,84.35596466,648,80.36299133,648,75.65401459,648,71.22923279,648,67.93250275,648,67.34420013,648,69.37406921,648,72.47071838,648,75.66506958,648,78.44207764,648,80.47159576,648,81.70040894,648,82.2636261,648,78.87918091,
647,18.58427048,647,142.5131378,647,91.32548523,647,91.18383789,647,90.82289124,647,90.19735718,647,89.16936493,647,87.51348114,647,84.92353821,647,81.08371735,647,76.36483002,647,71.78451538,647,68.22712708,647,67.16590881,647,68.88970947,647,71.87820435,647,75.08833313,647,77.93476868,647,80.0562439,647,81.34933472,647,81.94871521,647,78.56658173,
646,18.79242706,646,142.3774719,646,91.44190216,646,91.30207062,646,90.96451569,646,90.39160919,646,89.42917633,646,87.88327026,646,85.44748688,646,81.77290344,646,77.08698273,646,72.37726593,646,68.58893585,646,67.06832886,646,68.44708252,646,71.30152893,646,74.52078247,646,77.42243958,646,79.63249969,646,80.98539734,646,81.62612152,646,78.2670517,
645,19.04070854,645,142.2017517,645,91.57253265,645,91.44246674,645,91.10624695,645,90.57351685,645,89.67333221,645,88.24103546,645,85.94850922,645,82.45684814,645,77.82899475,645,73.01623535,645,69.00320435,645,67.04247284,645,68.03973389,645,70.74727631,645,73.93824768,645,76.89587402,645,79.19610596,645,80.61140442,645,81.29433441,645,77.96424103,
644,19.3002739,644,142.0405731,644,91.67486572,644,91.5522995,644,91.23967743,644,90.72161865,644,89.89196777,644,88.56230927,644,86.41374969,644,83.09255219,644,78.56097412,644,73.66079712,644,69.44470978,644,67.08772278,644,67.67102814,644,70.19339752,644,73.32704926,644,76.35268402,644,78.72277832,644,80.21421814,644,80.93265533,644,77.62887573,
643,19.59271622,643,141.835968,643,91.80091858,643,91.67728424,643,91.36803436,643,90.87130737,643,90.09886932,643,88.86681366,643,86.85562897,643,83.71492004,643,79.30079651,643,74.33493805,643,69.94804382,643,67.19927979,643,67.33744049,643,69.65680695,643,72.73210907,643,75.79055023,643,78.25610352,643,79.81964874,643,80.57563019,643,77.30551147,
