Baseline 100%T_S,,Baseline 100%T_P,,296_R6G-PdTPP_simple S 6.00 12.00,,296_R6G-PdTPP_simple P 6.00 12.00,,296_R6G-PdTPP_simple S 10.00 20.00,,296_R6G-PdTPP_simple P 10.00 20.00,,296_R6G-PdTPP_simple S 14.00 28.00,,296_R6G-PdTPP_simple P 14.00 28.00,,296_R6G-PdTPP_simple S 18.00 36.00,,296_R6G-PdTPP_simple P 18.00 36.00,,296_R6G-PdTPP_simple S 22.00 44.00,,296_R6G-PdTPP_simple P 22.00 44.00,,296_R6G-PdTPP_simple S 26.00 52.00,,296_R6G-PdTPP_simple P 26.00 52.00,,296_R6G-PdTPP_simple S 30.00 60.00,,296_R6G-PdTPP_simple P 30.00 60.00,,296_R6G-PdTPP_simple S 34.00 68.00,,296_R6G-PdTPP_simple P 34.00 68.00,,296_R6G-PdTPP_simple S 38.00 76.00,,296_R6G-PdTPP_simple P 38.00 76.00,,296_R6G-PdTPP_simple S 42.00 84.00,,296_R6G-PdTPP_simple P 42.00 84.00,,296_R6G-PdTPP_simple S 46.00 92.00,,296_R6G-PdTPP_simple P 46.00 92.00,,296_R6G-PdTPP_simple S 50.00 100.00,,296_R6G-PdTPP_simple P 50.00 100.00,,296_R6G-PdTPP_simple S 54.00 108.00,,296_R6G-PdTPP_simple P 54.00 108.00,,296_R6G-PdTPP_simple S 58.00 116.00,,296_R6G-PdTPP_simple P 58.00 116.00,,296_R6G-PdTPP_simple S 62.00 124.00,,296_R6G-PdTPP_simple P 62.00 124.00,,296_R6G-PdTPP_simple S 66.00 132.00,,296_R6G-PdTPP_simple P 66.00 132.00,,296_R6G-PdTPP_simple S 70.00 140.00,,296_R6G-PdTPP_simple P 70.00 140.00,,296_R6G-PdTPP_simple S 74.00 148.00,,296_R6G-PdTPP_simple P 74.00 148.00,,296_R6G-PdTPP_simple S 78.00 156.00,,296_R6G-PdTPP_simple P 78.00 156.00,,296_R6G-PdTPP_simple S 82.00 164.00,,296_R6G-PdTPP_simple P 82.00 164.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
899,25.3027401,899,140.9243774,899,94.50027466,899,94.2530899,899,94.58375549,899,94.29177856,899,94.74025726,899,94.30290222,899,94.73869324,899,94.26869965,899,94.85274506,899,94.28482056,899,94.9913559,899,94.26366425,899,95.14450073,899,94.25117493,899,95.29841614,899,94.23787689,899,95.52654266,899,94.22667694,899,95.71305847,899,94.22667694,899,95.95558929,899,94.20886993,899,96.18856049,899,94.1832962,899,96.51483917,899,94.16625977,899,96.82048035,899,94.12769318,899,97.176651,899,94.05238342,899,97.426651,899,93.90586853,899,97.70819092,899,93.68596649,899,97.92913055,899,93.33952332,899,98.16905975,899,92.84370422,899,93.55503845,899,87.97039032,
898,25.44078445,898,140.7122803,898,94.61283112,898,94.25161743,898,94.81521606,898,94.29150391,898,94.77657318,898,94.28551483,898,94.88499451,898,94.27223969,898,94.97805786,898,94.28058624,898,95.07255554,898,94.26867676,898,95.23008728,898,94.26016235,898,95.46643829,898,94.2352829,898,95.6133194,898,94.24360657,898,95.8734436,898,94.22137451,898,96.02705383,898,94.21837616,898,96.4101944,898,94.19352722,898,96.5763855,898,94.14780426,898,96.88414001,898,94.09307098,898,97.2048111,898,94.02706146,898,97.56281281,898,93.89756775,898,97.82574463,898,93.67160797,898,98.08495331,898,93.32366943,898,98.20300293,898,92.84415436,898,93.70687103,898,88.00579071,
897,25.63446426,897,140.5404968,897,94.54497528,897,94.23667145,897,94.60667419,897,94.2594223,897,94.66059113,897,94.26049805,897,94.71389008,897,94.25249481,897,94.92903137,897,94.23426056,897,95.054039,897,94.233284,897,95.20018768,897,94.21936035,897,95.3786087,897,94.19776917,897,95.51651764,897,94.18307495,897,95.73934937,897,94.18066406,897,95.97716522,897,94.17443848,897,96.27726746,897,94.1581192,897,96.50682831,897,94.10995483,897,96.79367828,897,94.05200195,897,97.20833588,897,93.98503876,897,97.41288757,897,93.89073944,897,97.75515747,897,93.65783691,897,98.04386139,897,93.28687286,897,98.21208954,897,92.8235321,897,93.6568985,897,87.98085022,
896,25.80406952,896,140.3081665,896,94.49041748,896,94.23519897,896,94.54580688,896,94.26313019,896,94.79096222,896,94.26448059,896,94.70565033,896,94.24728394,896,94.87703705,896,94.25948334,896,95.05589294,896,94.2448349,896,95.1867218,896,94.2412796,896,95.3813858,896,94.22187042,896,95.53952026,896,94.20230103,896,95.78278351,896,94.19846344,896,96.00510406,896,94.18145752,896,96.14780426,896,94.1687088,896,96.49927521,896,94.13098145,896,96.8404541,896,94.09292603,896,97.16177368,896,93.99997711,896,97.45348358,896,93.87143707,896,97.72524261,896,93.63788605,896,98.00785828,896,93.30633545,896,98.21616364,896,92.83777618,896,93.50990295,896,88.00881958,
895,25.98196793,895,140.1069336,895,94.51156616,895,94.22064972,895,94.55708313,895,94.26328278,895,94.64480591,895,94.26104736,895,94.72415161,895,94.24810791,895,94.79782867,895,94.23562622,895,94.90040588,895,94.23715973,895,95.08583069,895,94.20581818,895,95.31365967,895,94.21636963,895,95.50075531,895,94.2274704,895,95.79060364,895,94.18325806,895,95.8723526,895,94.17424774,895,96.17085266,895,94.15120697,895,96.45291901,895,94.10406494,895,96.75740051,895,94.05592346,895,97.10621643,895,93.99736023,895,97.3290863,895,93.86149597,895,97.73860931,895,93.6289444,895,97.91195679,895,93.30198669,895,98.11952209,895,92.82303619,895,93.51472473,895,87.99532318,
894,26.15174675,894,139.9446106,894,94.47789001,894,94.18388367,894,94.52240753,894,94.23254395,894,94.63156891,894,94.19611359,894,94.75764465,894,94.21979523,894,94.85280609,894,94.22458649,894,94.91739655,894,94.18197632,894,95.14278412,894,94.18143463,894,95.34174347,894,94.17790222,894,95.5003891,894,94.15633392,894,95.74545288,894,94.15846252,894,95.95257568,894,94.13050842,894,96.19037628,894,94.11099243,894,96.46633148,894,94.07344055,894,96.79697418,894,94.01990509,894,97.12384033,894,93.94972992,894,97.39556122,894,93.80452728,894,97.68432617,894,93.5877533,894,98.03754425,894,93.25320435,894,98.10315704,894,92.78982544,894,93.52802277,894,87.97805023,
893,26.30047226,893,139.6933899,893,94.55265045,893,94.20938873,893,94.67263794,893,94.22212219,893,94.6678009,893,94.22831726,893,94.77855682,893,94.23614502,893,94.89723206,893,94.23601532,893,95.0293808,893,94.21343231,893,95.1914444,893,94.21659088,893,95.38057709,893,94.16231537,893,95.6634903,893,94.17272949,893,95.81077576,893,94.16064453,893,95.96219635,893,94.15426636,893,96.25299835,893,94.12755585,893,96.5125351,893,94.07873535,893,96.83338165,893,94.05271912,893,97.10145569,893,93.96995544,893,97.51119232,893,93.82290649,893,97.7845993,893,93.61100769,893,98.05154419,893,93.2673111,893,98.20845795,893,92.79696655,893,93.63841248,893,88.00324249,
892,26.45454025,892,139.4691162,892,94.55821228,892,94.19965363,892,94.68612671,892,94.24022675,892,94.77658844,892,94.23246765,892,94.8196106,892,94.24845886,892,94.96882629,892,94.23117065,892,95.1365509,892,94.21783447,892,95.22724152,892,94.20173645,892,95.4681778,892,94.16805267,892,95.6629715,892,94.13254547,892,95.84992218,892,94.14844513,892,96.08382416,892,94.13143921,892,96.3560257,892,94.10279846,892,96.67677307,892,94.10012054,892,96.9396286,892,94.02889252,892,97.18630981,892,93.96411896,892,97.55274963,892,93.84549713,892,97.9432373,892,93.59105682,892,98.10825348,892,93.25118256,892,98.21913147,892,92.82406616,892,93.5871048,892,88.00106049,
891,26.65959549,891,139.2906799,891,94.547966,891,94.17609406,891,94.6170578,891,94.19877625,891,94.65670776,891,94.20307922,891,94.71446991,891,94.19194031,891,94.85655975,891,94.20722961,891,95.03309631,891,94.17142487,891,95.16854095,891,94.18842316,891,95.34959412,891,94.15963745,891,95.56218719,891,94.12973785,891,95.67404175,891,94.13406372,891,95.96194458,891,94.09184265,891,96.1961441,891,94.08992767,891,96.55632019,891,94.05880737,891,96.87728119,891,93.99983978,891,97.14945984,891,93.92770386,891,97.44926453,891,93.80517578,891,97.78077698,891,93.55298615,891,98.03096008,891,93.24677277,891,98.21456146,891,92.79109192,891,93.59403992,891,87.99029541,
890,26.82367516,890,139.0858002,890,94.49700928,890,94.15717316,890,94.59912872,890,94.18983459,890,94.66416168,890,94.17758179,890,94.80490875,890,94.18947601,890,94.91295624,890,94.17940521,890,94.96456146,890,94.16944122,890,95.23426819,890,94.15641785,890,95.27905273,890,94.14377594,890,95.58030701,890,94.11417389,890,95.75543976,890,94.10676575,890,95.99888611,890,94.10289764,890,96.2156601,890,94.07113647,890,96.56401062,890,94.0292511,890,96.83912659,890,93.98094177,890,97.18412018,890,93.88227081,890,97.48724365,890,93.77536011,890,97.78636932,890,93.55153656,890,98.12416077,890,93.22157288,890,98.29753876,890,92.77876282,890,93.60053253,890,87.99406433,
